timestamp,printerStatus,Job_Owner_ID,Job_Owner_Name,JobProgress
1761000255853,IDLE,1,LabAberto,0.0
1761000193454,IDLE,1,LabAberto,0.0
1761000131066,IDLE,1,LabAberto,0.0
1761000068606,IDLE,1,LabAberto,0.0
1761000005683,IDLE,1,LabAberto,0.0
1760999943269,IDLE,1,LabAberto,0.0
1760999880875,IDLE,1,LabAberto,0.0
1760999818488,IDLE,1,LabAberto,0.0
1760999756080,IDLE,1,LabAberto,0.0
1760999693672,IDLE,1,LabAberto,0.0
1760999630256,IDLE,1,LabAberto,0.0
1760999567813,IDLE,1,LabAberto,0.0
1760999505432,IDLE,1,LabAberto,0.0
1760999443049,IDLE,1,LabAberto,0.0
1760999379990,IDLE,1,LabAberto,0.0
1760999317580,IDLE,1,LabAberto,0.0
1760999255142,IDLE,1,LabAberto,0.0
1760999192705,IDLE,1,LabAberto,0.0
1760999130252,IDLE,1,LabAberto,0.0
1760999067841,IDLE,1,LabAberto,0.0
1760999005451,IDLE,1,LabAberto,0.0
1760998943081,IDLE,1,LabAberto,0.0
1760998880651,IDLE,1,LabAberto,0.0
1760998818256,IDLE,1,LabAberto,0.0
1760998755412,IDLE,1,LabAberto,0.0
1760998693036,IDLE,1,LabAberto,0.0
1760998630624,IDLE,1,LabAberto,0.0
1760998568202,IDLE,1,LabAberto,0.0
1760998505785,IDLE,1,LabAberto,0.0
1760998443395,IDLE,1,LabAberto,0.0
1760998380997,IDLE,1,LabAberto,0.0
1760998318552,IDLE,1,LabAberto,0.0
1760998256150,IDLE,1,LabAberto,0.0
1760998193728,IDLE,1,LabAberto,0.0
1760998130798,IDLE,1,LabAberto,0.0
1760998068361,IDLE,1,LabAberto,0.0
1760998006001,IDLE,1,LabAberto,0.0
1760997943576,IDLE,1,LabAberto,0.0
1760997881199,IDLE,1,LabAberto,0.0
1760997818780,IDLE,1,LabAberto,0.0
1760997756375,IDLE,1,LabAberto,0.0
1760997693948,IDLE,1,LabAberto,0.0
1760997631587,IDLE,1,LabAberto,0.0
1760997569186,IDLE,1,LabAberto,0.0
1760997506288,IDLE,1,LabAberto,0.0
1760997443870,IDLE,1,LabAberto,0.0
1760997381474,IDLE,1,LabAberto,0.0
1760997319071,IDLE,1,LabAberto,0.0
1760997256680,IDLE,1,LabAberto,0.0
1760997194305,IDLE,1,LabAberto,0.0
1760997131914,IDLE,1,LabAberto,0.0
1760997069540,IDLE,1,LabAberto,0.0
1760997007127,IDLE,1,LabAberto,0.0
1760996944708,IDLE,1,LabAberto,0.0
1760996881813,IDLE,1,LabAberto,0.0
1760996819390,IDLE,1,LabAberto,0.0
1760996757008,IDLE,1,LabAberto,0.0
1760996694595,IDLE,1,LabAberto,0.0
1760996632243,IDLE,1,LabAberto,0.0
1760996569784,IDLE,1,LabAberto,0.0
1760996507402,IDLE,1,LabAberto,0.0
